,head,neck,left_ear,right_ear,left_shoulder,left_elbow,left_hand,right_shoulder,right_elbow,right_hand,head,neck,left_ear,right_ear,left_shoulder,left_elbow,left_hand,right_shoulder,right_elbow,right_hand
1161,0.403,0.391,0.373,0.432,0.351,0.35,0.0,0.452,0.498,0.519,0.306,0.407,0.332,0.366,0.414,0.383,0.0,0.439,0.463,0.366
1162,0.403,0.392,0.372,0.432,0.351,0.351,0.0,0.451,0.498,0.519,0.304,0.408,0.333,0.365,0.414,0.384,0.0,0.439,0.464,0.367
1163,0.403,0.392,0.372,0.433,0.351,0.351,0.0,0.452,0.498,0.519,0.304,0.407,0.333,0.365,0.414,0.384,0.0,0.439,0.463,0.367
1164,0.403,0.392,0.371,0.435,0.35,0.354,0.0,0.453,0.5,0.522,0.303,0.409,0.328,0.363,0.411,0.381,0.0,0.439,0.47,0.362
1165,0.403,0.392,0.371,0.435,0.349,0.354,0.0,0.453,0.5,0.522,0.303,0.409,0.328,0.363,0.412,0.381,0.0,0.439,0.469,0.362
1166,0.403,0.392,0.371,0.435,0.349,0.354,0.0,0.454,0.501,0.522,0.304,0.409,0.327,0.364,0.41,0.381,0.0,0.441,0.47,0.362
1167,0.403,0.392,0.371,0.435,0.349,0.355,0.0,0.455,0.501,0.522,0.305,0.409,0.327,0.364,0.411,0.38,0.0,0.441,0.47,0.362
1168,0.403,0.392,0.371,0.435,0.349,0.0,0.0,0.455,0.501,0.522,0.304,0.409,0.327,0.365,0.412,0.0,0.0,0.442,0.471,0.362
1169,0.403,0.391,0.37,0.435,0.349,0.0,0.0,0.453,0.5,0.522,0.303,0.41,0.327,0.366,0.412,0.0,0.0,0.441,0.472,0.363
1170,0.403,0.391,0.37,0.434,0.349,0.0,0.0,0.453,0.5,0.522,0.303,0.409,0.327,0.366,0.412,0.0,0.0,0.441,0.472,0.363
1171,0.403,0.392,0.37,0.435,0.349,0.0,0.0,0.453,0.5,0.522,0.303,0.409,0.328,0.365,0.412,0.0,0.0,0.442,0.472,0.362
1172,0.403,0.392,0.37,0.435,0.349,0.0,0.0,0.453,0.5,0.522,0.303,0.409,0.328,0.365,0.412,0.0,0.0,0.442,0.473,0.362
1173,0.403,0.392,0.371,0.435,0.349,0.355,0.0,0.452,0.5,0.522,0.303,0.409,0.328,0.365,0.411,0.381,0.0,0.441,0.47,0.362
1174,0.403,0.392,0.371,0.434,0.35,0.353,0.0,0.452,0.499,0.521,0.302,0.41,0.33,0.365,0.412,0.382,0.0,0.441,0.475,0.361
1175,0.403,0.392,0.371,0.434,0.35,0.353,0.0,0.452,0.499,0.522,0.302,0.411,0.33,0.366,0.411,0.382,0.0,0.441,0.475,0.361
1176,0.403,0.392,0.371,0.434,0.35,0.353,0.0,0.452,0.499,0.522,0.302,0.411,0.33,0.366,0.411,0.382,0.0,0.441,0.474,0.361
1177,0.403,0.391,0.37,0.434,0.349,0.353,0.0,0.451,0.499,0.521,0.303,0.409,0.328,0.365,0.413,0.378,0.0,0.44,0.47,0.362
1178,0.403,0.391,0.37,0.434,0.348,0.0,0.0,0.452,0.499,0.521,0.304,0.409,0.328,0.366,0.412,0.0,0.0,0.44,0.469,0.362
1179,0.402,0.391,0.369,0.434,0.348,0.0,0.0,0.453,0.5,0.521,0.303,0.409,0.328,0.366,0.409,0.0,0.0,0.439,0.467,0.36
1180,0.402,0.391,0.369,0.433,0.348,0.0,0.0,0.453,0.5,0.521,0.303,0.409,0.329,0.366,0.409,0.0,0.0,0.439,0.467,0.361
1181,0.402,0.392,0.369,0.434,0.349,0.0,0.0,0.453,0.501,0.521,0.302,0.411,0.331,0.366,0.41,0.0,0.0,0.438,0.47,0.359
1182,0.402,0.392,0.369,0.434,0.348,0.0,0.0,0.453,0.501,0.521,0.302,0.411,0.331,0.366,0.41,0.0,0.0,0.438,0.469,0.359
1183,0.402,0.39,0.371,0.433,0.348,0.353,0.0,0.453,0.5,0.518,0.307,0.409,0.328,0.366,0.415,0.377,0.0,0.439,0.458,0.366
1184,0.402,0.39,0.371,0.432,0.348,0.0,0.0,0.453,0.499,0.518,0.307,0.409,0.328,0.366,0.415,0.0,0.0,0.439,0.459,0.367
1185,0.402,0.39,0.371,0.433,0.348,0.0,0.0,0.453,0.5,0.518,0.307,0.408,0.327,0.366,0.416,0.0,0.0,0.44,0.458,0.366
1186,0.402,0.389,0.371,0.433,0.348,0.0,0.0,0.453,0.5,0.518,0.307,0.409,0.327,0.366,0.415,0.0,0.0,0.44,0.459,0.366
1187,0.402,0.389,0.371,0.432,0.348,0.0,0.0,0.452,0.499,0.518,0.306,0.408,0.327,0.367,0.413,0.0,0.0,0.44,0.46,0.366
1188,0.402,0.389,0.371,0.432,0.348,0.0,0.0,0.452,0.499,0.518,0.306,0.408,0.327,0.367,0.413,0.0,0.0,0.44,0.46,0.366
1189,0.402,0.389,0.371,0.432,0.349,0.0,0.0,0.451,0.499,0.518,0.307,0.408,0.327,0.367,0.412,0.0,0.0,0.439,0.459,0.367
1190,0.402,0.389,0.371,0.432,0.348,0.0,0.0,0.451,0.499,0.519,0.307,0.408,0.327,0.367,0.413,0.0,0.0,0.439,0.459,0.367
1191,0.402,0.389,0.371,0.432,0.348,0.0,0.0,0.453,0.499,0.518,0.306,0.409,0.327,0.367,0.415,0.0,0.0,0.439,0.458,0.367
1192,0.402,0.39,0.371,0.432,0.349,0.0,0.0,0.452,0.499,0.518,0.305,0.409,0.329,0.368,0.414,0.0,0.0,0.439,0.462,0.367
1193,0.403,0.39,0.371,0.432,0.35,0.0,0.0,0.451,0.499,0.518,0.304,0.408,0.329,0.368,0.414,0.0,0.0,0.439,0.462,0.367
1194,0.403,0.39,0.371,0.432,0.349,0.0,0.0,0.452,0.499,0.518,0.305,0.408,0.329,0.368,0.414,0.0,0.0,0.439,0.462,0.367
1195,0.402,0.392,0.372,0.432,0.352,0.351,0.0,0.452,0.5,0.519,0.307,0.409,0.332,0.365,0.417,0.378,0.0,0.44,0.464,0.368
1196,0.403,0.392,0.372,0.433,0.352,0.35,0.0,0.453,0.5,0.519,0.307,0.409,0.332,0.366,0.418,0.379,0.0,0.439,0.463,0.368
1197,0.403,0.392,0.372,0.433,0.352,0.35,0.0,0.453,0.5,0.519,0.308,0.41,0.333,0.366,0.419,0.378,0.0,0.439,0.463,0.368
1198,0.403,0.392,0.372,0.433,0.352,0.35,0.0,0.453,0.5,0.519,0.308,0.41,0.333,0.366,0.419,0.379,0.0,0.439,0.463,0.368
1199,0.403,0.392,0.372,0.433,0.352,0.351,0.0,0.454,0.5,0.519,0.309,0.41,0.332,0.366,0.418,0.377,0.0,0.44,0.463,0.368
1200,0.403,0.392,0.372,0.433,0.352,0.351,0.0,0.454,0.5,0.519,0.309,0.409,0.332,0.365,0.418,0.377,0.0,0.44,0.463,0.368
1201,0.403,0.392,0.372,0.433,0.352,0.35,0.0,0.453,0.5,0.519,0.308,0.41,0.333,0.366,0.417,0.378,0.0,0.44,0.464,0.368
1202,0.403,0.392,0.372,0.433,0.352,0.35,0.0,0.453,0.5,0.519,0.308,0.41,0.333,0.366,0.417,0.378,0.0,0.44,0.464,0.367
1203,0.403,0.392,0.372,0.433,0.352,0.35,0.0,0.453,0.5,0.519,0.308,0.41,0.332,0.366,0.417,0.377,0.0,0.44,0.464,0.367
1204,0.402,0.394,0.372,0.433,0.353,0.0,0.0,0.454,0.501,0.519,0.308,0.41,0.336,0.366,0.416,0.0,0.0,0.439,0.463,0.366
1205,0.402,0.394,0.372,0.433,0.353,0.349,0.0,0.453,0.5,0.519,0.308,0.411,0.337,0.366,0.415,0.381,0.0,0.439,0.463,0.367
1206,0.402,0.394,0.372,0.433,0.354,0.348,0.0,0.454,0.501,0.519,0.307,0.411,0.338,0.366,0.416,0.382,0.0,0.438,0.464,0.367
1207,0.402,0.394,0.372,0.433,0.354,0.348,0.0,0.456,0.502,0.519,0.308,0.411,0.338,0.366,0.418,0.381,0.0,0.438,0.463,0.366
1208,0.402,0.394,0.372,0.433,0.354,0.348,0.0,0.455,0.501,0.519,0.308,0.411,0.338,0.366,0.417,0.382,0.0,0.438,0.464,0.366
1209,0.402,0.394,0.372,0.433,0.354,0.348,0.0,0.455,0.502,0.519,0.308,0.41,0.338,0.366,0.416,0.381,0.0,0.439,0.463,0.365
1210,0.402,0.394,0.372,0.433,0.354,0.348,0.0,0.455,0.502,0.519,0.308,0.41,0.338,0.366,0.416,0.382,0.0,0.439,0.463,0.365
1211,0.402,0.394,0.372,0.433,0.354,0.349,0.0,0.456,0.503,0.519,0.31,0.41,0.338,0.367,0.417,0.378,0.0,0.439,0.465,0.366
1212,0.402,0.394,0.372,0.433,0.353,0.349,0.0,0.456,0.503,0.519,0.31,0.41,0.338,0.367,0.417,0.378,0.0,0.44,0.464,0.366
1213,0.402,0.394,0.372,0.433,0.353,0.348,0.0,0.457,0.503,0.519,0.31,0.41,0.338,0.367,0.418,0.378,0.0,0.44,0.465,0.366
1214,0.402,0.394,0.372,0.433,0.354,0.349,0.0,0.456,0.503,0.519,0.31,0.409,0.338,0.367,0.417,0.377,0.0,0.439,0.464,0.365
1215,0.402,0.394,0.372,0.433,0.354,0.349,0.0,0.456,0.503,0.519,0.31,0.409,0.337,0.367,0.416,0.377,0.0,0.439,0.465,0.366
1216,0.402,0.395,0.373,0.433,0.355,0.348,0.0,0.454,0.502,0.519,0.308,0.41,0.341,0.365,0.418,0.381,0.0,0.438,0.464,0.366
1217,0.402,0.395,0.372,0.433,0.354,0.347,0.0,0.455,0.502,0.519,0.308,0.411,0.341,0.367,0.416,0.38,0.0,0.439,0.465,0.365
1218,0.402,0.395,0.372,0.433,0.354,0.347,0.0,0.456,0.503,0.519,0.309,0.411,0.34,0.367,0.417,0.379,0.0,0.438,0.465,0.365
1219,0.402,0.394,0.372,0.433,0.354,0.347,0.0,0.456,0.502,0.519,0.309,0.412,0.34,0.367,0.418,0.379,0.0,0.438,0.464,0.365
1220,0.402,0.393,0.372,0.433,0.353,0.348,0.0,0.455,0.502,0.52,0.31,0.411,0.338,0.367,0.415,0.378,0.0,0.44,0.463,0.365
1221,0.402,0.393,0.372,0.433,0.353,0.348,0.0,0.454,0.501,0.52,0.31,0.411,0.339,0.368,0.413,0.378,0.0,0.44,0.464,0.365
1222,0.402,0.395,0.372,0.433,0.354,0.346,0.0,0.456,0.502,0.52,0.308,0.41,0.34,0.366,0.418,0.382,0.0,0.439,0.464,0.366
1223,0.402,0.396,0.372,0.433,0.355,0.346,0.0,0.456,0.503,0.519,0.308,0.41,0.342,0.365,0.419,0.383,0.0,0.439,0.465,0.365
1224,0.402,0.394,0.372,0.433,0.353,0.348,0.0,0.454,0.502,0.52,0.309,0.411,0.341,0.367,0.414,0.379,0.0,0.441,0.466,0.365
1225,0.402,0.394,0.372,0.433,0.353,0.348,0.0,0.454,0.502,0.52,0.31,0.412,0.34,0.368,0.414,0.379,0.0,0.44,0.465,0.366
1226,0.402,0.393,0.373,0.432,0.353,0.349,0.0,0.451,0.5,0.52,0.309,0.413,0.341,0.368,0.412,0.38,0.0,0.442,0.467,0.366
1227,0.402,0.393,0.372,0.433,0.353,0.349,0.0,0.451,0.5,0.52,0.309,0.414,0.341,0.369,0.413,0.38,0.0,0.441,0.466,0.367
1228,0.401,0.394,0.371,0.433,0.353,0.346,0.0,0.451,0.5,0.519,0.308,0.416,0.344,0.367,0.419,0.385,0.0,0.441,0.467,0.368
1229,0.401,0.395,0.37,0.433,0.352,0.344,0.0,0.453,0.501,0.521,0.307,0.416,0.342,0.365,0.423,0.389,0.0,0.439,0.469,0.365
1230,0.402,0.394,0.371,0.433,0.353,0.344,0.0,0.452,0.5,0.519,0.308,0.416,0.345,0.367,0.422,0.388,0.0,0.439,0.467,0.368
1231,0.402,0.394,0.371,0.433,0.353,0.344,0.0,0.452,0.501,0.519,0.308,0.416,0.344,0.367,0.422,0.387,0.0,0.439,0.467,0.368
1232,0.402,0.394,0.371,0.432,0.354,0.345,0.0,0.452,0.501,0.52,0.308,0.416,0.342,0.366,0.422,0.387,0.0,0.44,0.469,0.367
1233,0.401,0.394,0.371,0.432,0.354,0.344,0.0,0.453,0.501,0.52,0.309,0.416,0.342,0.366,0.424,0.386,0.0,0.44,0.468,0.367
1234,0.402,0.394,0.371,0.432,0.353,0.345,0.0,0.454,0.501,0.52,0.309,0.415,0.341,0.367,0.423,0.385,0.0,0.438,0.466,0.367
1235,0.402,0.395,0.371,0.432,0.354,0.344,0.0,0.455,0.502,0.519,0.308,0.414,0.342,0.366,0.426,0.388,0.0,0.438,0.466,0.367
1236,0.402,0.395,0.371,0.432,0.354,0.343,0.0,0.454,0.502,0.519,0.307,0.414,0.343,0.365,0.427,0.388,0.0,0.438,0.467,0.367
1237,0.402,0.395,0.371,0.432,0.354,0.345,0.0,0.453,0.5,0.52,0.307,0.415,0.342,0.365,0.423,0.388,0.0,0.44,0.467,0.367
1238,0.401,0.395,0.371,0.433,0.353,0.345,0.0,0.453,0.501,0.519,0.308,0.415,0.344,0.367,0.423,0.388,0.0,0.439,0.466,0.367
1239,0.401,0.393,0.371,0.433,0.351,0.349,0.0,0.451,0.499,0.519,0.308,0.414,0.339,0.367,0.415,0.382,0.0,0.442,0.465,0.367
1240,0.401,0.392,0.371,0.433,0.351,0.35,0.0,0.451,0.499,0.519,0.308,0.414,0.338,0.366,0.414,0.383,0.0,0.443,0.465,0.367
1241,0.402,0.393,0.371,0.433,0.351,0.348,0.0,0.453,0.5,0.519,0.307,0.413,0.336,0.366,0.419,0.382,0.0,0.44,0.464,0.368
1242,0.402,0.393,0.371,0.434,0.351,0.349,0.0,0.454,0.5,0.519,0.309,0.414,0.335,0.367,0.42,0.381,0.0,0.44,0.462,0.368
1243,0.403,0.393,0.372,0.434,0.351,0.35,0.0,0.454,0.5,0.519,0.31,0.413,0.334,0.366,0.419,0.381,0.0,0.44,0.461,0.368
1244,0.402,0.393,0.371,0.434,0.351,0.351,0.0,0.455,0.501,0.519,0.309,0.412,0.335,0.367,0.42,0.381,0.0,0.44,0.461,0.368
1245,0.402,0.393,0.371,0.434,0.351,0.0,0.0,0.455,0.501,0.519,0.309,0.412,0.335,0.367,0.42,0.0,0.0,0.44,0.461,0.368
1246,0.402,0.393,0.371,0.434,0.351,0.0,0.0,0.455,0.501,0.519,0.309,0.412,0.335,0.367,0.42,0.0,0.0,0.44,0.462,0.368
1247,0.403,0.394,0.372,0.434,0.352,0.349,0.0,0.455,0.501,0.519,0.308,0.412,0.336,0.367,0.424,0.384,0.0,0.44,0.461,0.367
1248,0.403,0.394,0.372,0.434,0.352,0.349,0.0,0.455,0.502,0.519,0.308,0.412,0.336,0.367,0.424,0.384,0.0,0.44,0.462,0.367
1249,0.402,0.393,0.371,0.434,0.352,0.351,0.0,0.453,0.5,0.519,0.309,0.414,0.336,0.367,0.42,0.383,0.0,0.441,0.463,0.369
1250,0.402,0.393,0.372,0.433,0.352,0.351,0.0,0.455,0.5,0.519,0.311,0.413,0.336,0.367,0.424,0.384,0.0,0.439,0.461,0.369
1251,0.402,0.393,0.372,0.433,0.352,0.351,0.0,0.454,0.499,0.518,0.31,0.413,0.336,0.367,0.422,0.384,0.0,0.439,0.462,0.369
1252,0.402,0.393,0.372,0.433,0.353,0.351,0.0,0.453,0.499,0.518,0.312,0.414,0.338,0.367,0.42,0.382,0.0,0.44,0.463,0.369
1253,0.402,0.393,0.372,0.433,0.353,0.352,0.0,0.453,0.499,0.519,0.312,0.413,0.337,0.367,0.419,0.381,0.0,0.439,0.462,0.369
1254,0.402,0.392,0.372,0.433,0.352,0.352,0.0,0.452,0.499,0.519,0.314,0.414,0.336,0.368,0.418,0.38,0.0,0.44,0.462,0.369
1255,0.402,0.392,0.372,0.433,0.352,0.353,0.0,0.452,0.498,0.519,0.314,0.414,0.337,0.368,0.417,0.379,0.0,0.441,0.462,0.369
1256,0.402,0.392,0.372,0.433,0.352,0.354,0.0,0.452,0.498,0.519,0.314,0.413,0.334,0.368,0.416,0.378,0.0,0.44,0.462,0.369
1257,0.402,0.392,0.372,0.434,0.352,0.354,0.0,0.453,0.498,0.518,0.313,0.414,0.333,0.368,0.416,0.378,0.0,0.44,0.462,0.369
1258,0.401,0.392,0.372,0.433,0.352,0.353,0.0,0.453,0.498,0.519,0.313,0.413,0.335,0.367,0.417,0.379,0.0,0.439,0.462,0.37
1259,0.4,0.392,0.371,0.431,0.354,0.353,0.0,0.454,0.499,0.52,0.318,0.414,0.335,0.368,0.421,0.383,0.0,0.439,0.461,0.369
1260,0.4,0.392,0.371,0.431,0.354,0.352,0.0,0.454,0.499,0.52,0.317,0.414,0.335,0.368,0.42,0.384,0.0,0.439,0.461,0.369
1261,0.4,0.392,0.371,0.431,0.354,0.352,0.0,0.454,0.499,0.52,0.318,0.415,0.336,0.369,0.422,0.384,0.0,0.44,0.462,0.369
1262,0.401,0.392,0.372,0.431,0.353,0.352,0.0,0.453,0.498,0.52,0.317,0.414,0.335,0.368,0.42,0.384,0.0,0.439,0.461,0.369
1263,0.401,0.392,0.372,0.431,0.353,0.353,0.0,0.453,0.498,0.52,0.317,0.414,0.335,0.368,0.419,0.384,0.0,0.439,0.461,0.369
1264,0.402,0.392,0.372,0.433,0.352,0.353,0.0,0.454,0.498,0.519,0.316,0.414,0.335,0.368,0.42,0.379,0.0,0.441,0.461,0.369
1265,0.4,0.391,0.372,0.43,0.352,0.355,0.0,0.452,0.496,0.519,0.319,0.413,0.336,0.371,0.418,0.378,0.0,0.439,0.459,0.371
1266,0.4,0.391,0.372,0.43,0.352,0.355,0.0,0.452,0.497,0.519,0.319,0.413,0.336,0.371,0.419,0.378,0.0,0.439,0.459,0.371
1267,0.4,0.391,0.372,0.43,0.352,0.355,0.0,0.451,0.496,0.519,0.316,0.413,0.337,0.371,0.418,0.38,0.0,0.439,0.461,0.371
1268,0.401,0.392,0.372,0.431,0.353,0.355,0.0,0.452,0.497,0.519,0.316,0.414,0.336,0.368,0.418,0.383,0.0,0.437,0.462,0.369
1269,0.402,0.392,0.372,0.433,0.351,0.352,0.0,0.451,0.497,0.518,0.311,0.415,0.338,0.367,0.417,0.381,0.0,0.439,0.463,0.369
1270,0.402,0.392,0.372,0.433,0.351,0.352,0.0,0.451,0.497,0.518,0.311,0.415,0.338,0.367,0.417,0.381,0.0,0.439,0.462,0.369
1271,0.402,0.393,0.372,0.433,0.352,0.353,0.0,0.451,0.497,0.518,0.31,0.415,0.339,0.367,0.414,0.38,0.0,0.44,0.466,0.368
1272,0.402,0.392,0.372,0.433,0.352,0.353,0.0,0.451,0.497,0.518,0.31,0.415,0.339,0.367,0.414,0.379,0.0,0.44,0.465,0.368
1273,0.402,0.393,0.372,0.433,0.352,0.353,0.0,0.451,0.497,0.518,0.31,0.415,0.339,0.367,0.414,0.379,0.0,0.44,0.465,0.368
1274,0.402,0.393,0.372,0.434,0.352,0.353,0.0,0.452,0.497,0.518,0.31,0.415,0.339,0.367,0.415,0.38,0.0,0.44,0.465,0.367
1275,0.402,0.393,0.372,0.434,0.351,0.352,0.0,0.452,0.497,0.518,0.31,0.415,0.339,0.367,0.415,0.38,0.0,0.44,0.465,0.367
1276,0.402,0.391,0.372,0.433,0.351,0.351,0.0,0.448,0.495,0.519,0.308,0.414,0.335,0.367,0.413,0.379,0.0,0.439,0.464,0.368
1277,0.402,0.391,0.372,0.433,0.351,0.351,0.0,0.45,0.495,0.519,0.31,0.414,0.334,0.367,0.414,0.379,0.0,0.44,0.463,0.368
1278,0.402,0.391,0.372,0.433,0.351,0.351,0.0,0.449,0.495,0.519,0.309,0.414,0.335,0.367,0.414,0.38,0.0,0.44,0.464,0.368
1279,0.402,0.391,0.372,0.433,0.351,0.351,0.0,0.449,0.495,0.519,0.309,0.414,0.335,0.367,0.414,0.38,0.0,0.44,0.464,0.368
1280,0.402,0.391,0.372,0.433,0.352,0.352,0.0,0.448,0.494,0.519,0.309,0.415,0.337,0.368,0.412,0.38,0.0,0.441,0.465,0.367
1281,0.401,0.391,0.372,0.433,0.351,0.352,0.0,0.449,0.495,0.519,0.31,0.414,0.337,0.368,0.411,0.38,0.0,0.442,0.465,0.367
1282,0.401,0.391,0.372,0.433,0.35,0.0,0.0,0.45,0.495,0.519,0.31,0.414,0.336,0.368,0.41,0.0,0.0,0.443,0.465,0.367
1283,0.403,0.392,0.371,0.435,0.349,0.354,0.0,0.447,0.498,0.521,0.305,0.417,0.335,0.363,0.404,0.374,0.0,0.443,0.472,0.362
1284,0.402,0.392,0.371,0.435,0.349,0.354,0.0,0.448,0.499,0.521,0.305,0.417,0.335,0.364,0.405,0.374,0.0,0.443,0.472,0.362
1285,0.403,0.392,0.371,0.435,0.349,0.354,0.0,0.448,0.499,0.521,0.305,0.417,0.335,0.364,0.404,0.374,0.0,0.443,0.472,0.362
1286,0.402,0.393,0.372,0.435,0.349,0.355,0.0,0.448,0.499,0.522,0.305,0.415,0.334,0.362,0.405,0.376,0.0,0.442,0.468,0.362
1287,0.402,0.392,0.372,0.435,0.349,0.355,0.0,0.449,0.499,0.522,0.305,0.415,0.334,0.363,0.406,0.376,0.0,0.443,0.468,0.362
1288,0.403,0.393,0.371,0.435,0.349,0.353,0.0,0.447,0.498,0.522,0.305,0.416,0.336,0.362,0.407,0.377,0.0,0.443,0.468,0.362
1289,0.403,0.393,0.372,0.435,0.349,0.353,0.0,0.447,0.498,0.521,0.304,0.415,0.336,0.361,0.407,0.378,0.0,0.443,0.468,0.362
1290,0.403,0.393,0.372,0.435,0.349,0.353,0.0,0.447,0.498,0.521,0.304,0.416,0.337,0.361,0.406,0.378,0.0,0.442,0.468,0.362
1291,0.401,0.392,0.372,0.433,0.35,0.352,0.0,0.448,0.497,0.519,0.306,0.411,0.336,0.364,0.408,0.379,0.0,0.441,0.464,0.368
1292,0.403,0.393,0.372,0.435,0.349,0.353,0.0,0.448,0.498,0.521,0.305,0.415,0.335,0.362,0.405,0.376,0.0,0.441,0.468,0.362
1293,0.403,0.393,0.372,0.435,0.349,0.353,0.0,0.449,0.499,0.522,0.305,0.414,0.335,0.362,0.406,0.376,0.0,0.442,0.468,0.362
1294,0.401,0.392,0.371,0.433,0.35,0.352,0.0,0.452,0.5,0.519,0.306,0.41,0.336,0.363,0.412,0.377,0.0,0.44,0.46,0.367
1295,0.401,0.392,0.371,0.433,0.35,0.0,0.0,0.453,0.501,0.519,0.307,0.41,0.334,0.364,0.412,0.0,0.0,0.44,0.459,0.367
1296,0.401,0.392,0.371,0.433,0.35,0.0,0.0,0.454,0.501,0.519,0.308,0.409,0.334,0.364,0.41,0.0,0.0,0.44,0.46,0.367
1297,0.401,0.392,0.372,0.433,0.351,0.0,0.0,0.454,0.501,0.519,0.308,0.409,0.334,0.364,0.41,0.0,0.0,0.44,0.46,0.367
1298,0.401,0.392,0.371,0.434,0.35,0.0,0.0,0.455,0.501,0.519,0.309,0.408,0.333,0.364,0.411,0.0,0.0,0.442,0.46,0.367
1299,0.401,0.392,0.371,0.434,0.35,0.0,0.0,0.455,0.501,0.52,0.309,0.407,0.333,0.365,0.409,0.0,0.0,0.443,0.46,0.366
1300,0.401,0.392,0.371,0.434,0.35,0.0,0.0,0.456,0.502,0.519,0.309,0.407,0.333,0.365,0.412,0.0,0.0,0.442,0.459,0.366
1301,0.401,0.392,0.371,0.433,0.35,0.0,0.0,0.455,0.501,0.519,0.309,0.407,0.333,0.365,0.409,0.0,0.0,0.442,0.459,0.366
1302,0.401,0.393,0.371,0.433,0.351,0.0,0.0,0.456,0.502,0.52,0.308,0.407,0.335,0.365,0.412,0.0,0.0,0.442,0.46,0.365
1303,0.401,0.393,0.371,0.434,0.351,0.0,0.0,0.457,0.502,0.52,0.309,0.407,0.336,0.365,0.414,0.0,0.0,0.442,0.46,0.365
1304,0.401,0.393,0.371,0.433,0.352,0.35,0.0,0.457,0.501,0.52,0.309,0.408,0.336,0.364,0.416,0.38,0.0,0.441,0.461,0.365
1305,0.401,0.393,0.371,0.433,0.352,0.351,0.0,0.455,0.501,0.52,0.308,0.409,0.337,0.364,0.413,0.38,0.0,0.442,0.462,0.364
1306,0.401,0.393,0.372,0.433,0.352,0.0,0.0,0.454,0.5,0.52,0.309,0.409,0.337,0.365,0.414,0.0,0.0,0.441,0.462,0.365
1307,0.401,0.393,0.372,0.433,0.352,0.351,0.0,0.454,0.5,0.52,0.309,0.408,0.336,0.365,0.412,0.381,0.0,0.441,0.463,0.365
1308,0.4,0.391,0.372,0.432,0.35,0.0,0.0,0.449,0.497,0.52,0.308,0.409,0.335,0.366,0.405,0.0,0.0,0.441,0.463,0.366
1309,0.401,0.391,0.372,0.432,0.35,0.0,0.0,0.45,0.498,0.52,0.309,0.409,0.335,0.366,0.406,0.0,0.0,0.442,0.462,0.366
1310,0.401,0.391,0.372,0.432,0.35,0.0,0.0,0.45,0.498,0.521,0.309,0.409,0.335,0.366,0.406,0.0,0.0,0.442,0.462,0.366
1311,0.4,0.392,0.372,0.432,0.351,0.0,0.0,0.449,0.497,0.52,0.308,0.409,0.336,0.365,0.406,0.0,0.0,0.441,0.463,0.366
1312,0.401,0.392,0.371,0.434,0.349,0.0,0.0,0.452,0.501,0.523,0.308,0.41,0.333,0.365,0.402,0.0,0.0,0.442,0.467,0.36
1313,0.4,0.392,0.371,0.434,0.349,0.0,0.0,0.452,0.501,0.523,0.307,0.41,0.333,0.364,0.402,0.0,0.0,0.441,0.467,0.36
1314,0.401,0.391,0.371,0.434,0.349,0.0,0.0,0.448,0.498,0.522,0.306,0.413,0.335,0.365,0.403,0.0,0.0,0.441,0.469,0.363
1315,0.401,0.391,0.371,0.434,0.348,0.0,0.0,0.447,0.499,0.522,0.306,0.414,0.336,0.365,0.402,0.0,0.0,0.442,0.469,0.363
1316,0.401,0.389,0.372,0.433,0.349,0.0,0.0,0.457,0.504,0.52,0.31,0.406,0.332,0.37,0.405,0.0,0.0,0.444,0.465,0.362
1317,0.401,0.389,0.371,0.433,0.349,0.0,0.0,0.457,0.504,0.52,0.311,0.405,0.331,0.37,0.404,0.0,0.0,0.445,0.465,0.362
1318,0.4,0.389,0.371,0.433,0.349,0.0,0.0,0.457,0.503,0.52,0.311,0.406,0.331,0.37,0.404,0.0,0.0,0.444,0.465,0.362
1319,0.4,0.389,0.371,0.432,0.349,0.0,0.0,0.457,0.504,0.52,0.31,0.405,0.332,0.371,0.404,0.0,0.0,0.444,0.465,0.361
1320,0.4,0.389,0.371,0.433,0.348,0.0,0.0,0.459,0.505,0.52,0.311,0.406,0.333,0.371,0.406,0.0,0.0,0.446,0.466,0.359
1321,0.4,0.39,0.371,0.433,0.349,0.0,0.0,0.459,0.505,0.52,0.312,0.406,0.333,0.37,0.406,0.0,0.0,0.446,0.466,0.359
1322,0.4,0.389,0.371,0.433,0.348,0.0,0.0,0.459,0.505,0.52,0.311,0.406,0.333,0.371,0.406,0.0,0.0,0.446,0.466,0.359
1323,0.4,0.391,0.371,0.433,0.35,0.0,0.0,0.457,0.504,0.52,0.31,0.408,0.334,0.37,0.407,0.0,0.0,0.445,0.466,0.362
1324,0.4,0.39,0.371,0.433,0.349,0.0,0.0,0.458,0.504,0.52,0.311,0.407,0.333,0.37,0.407,0.0,0.0,0.445,0.465,0.361
1325,0.4,0.39,0.371,0.433,0.349,0.0,0.0,0.458,0.504,0.52,0.311,0.407,0.333,0.37,0.407,0.0,0.0,0.445,0.465,0.361
1326,0.4,0.39,0.371,0.433,0.349,0.0,0.0,0.458,0.504,0.52,0.311,0.407,0.333,0.37,0.408,0.0,0.0,0.444,0.466,0.361
1327,0.4,0.39,0.371,0.433,0.349,0.0,0.0,0.458,0.504,0.52,0.311,0.407,0.332,0.371,0.408,0.0,0.0,0.445,0.465,0.361
